,Title,Sector,Condition,Location,Type
1339,(주)코리아교육그룹,사무보조·문서작성마케팅·광고·분석 외,"신입 · 경력
대학(2,3년)↑",서울전체,위촉직
1340,(주)커스토머인사이트,데이터베이스·DBA,"신입 · 경력
대학(2,3년)↑",서울 송파구,정규직
1341,(주)코스틸,구매·자재·재고경리·출납·결산 외,"신입 · 경력
학력무관",서울 동대문구,정규직 · 계약직
1342,주식회사두들러,응용프로그램개발,"신입
학력무관",인천 부평구,정규직
1343,주식회사 휴제이모스트,생산·제조·포장·조립,"경력무관
학력무관",충남 천안시 서북구,정규직
1344,주식회사 티엠디교육그룹,사무보조·문서작성교육기획·교재,"경력무관
대학(2,3년)↑",서울 서초구,정규직 · 계약직
1345,해동고분자산업(주),화학·에너지,"신입 · 경력
대학(2,3년)↑",경기 김포시,정규직
1346,(주)모온컴퍼니,캐릭터·만화·애니웹기획·PM,"경력 3년↑
학력무관",서울 마포구,정규직
1347,79네수육국밥철판,외식·식음료,"경력무관
학력무관",부산 해운대구,정규직
1348,이케이맨파워(주),물류·유통·운송해외영업·무역영업,"경력무관
학력무관",서울 강남구,계약직 · 파견직
1349,드림SIGN&DESIGN,그래픽디자인·CG제품·산업디자인 외,"신입 · 경력
대학(2,3년)↑",경기 부천시 오정구,정규직
1350,(주)옥림푸드시스템,물류·유통·운송납품·배송·택배 외,"경력무관
학력무관",서울 동대문구,정규직 · 파트
1351,레포르마,입시·보습·속셈학원학원관리·운영·상담 외,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
1352,(주)마인드리퍼블릭,마케팅·광고·분석웹기획·PM 외,"경력 2년↑
학력무관",서울 서초구,정규직
1353,(주)클래스브이알코리아,응용프로그램개발하드웨어·소프트웨어,"경력 3년↑
대학(2,3년)↑",서울 마포구,정규직
1354,(주)스타커뮤니티,하드웨어·소프트웨어,"경력무관
고졸↑",충북 청주시 흥덕구,정규직
1355,퓨어윌인터내셔널(유),일반영업,"신입 · 경력
학력무관",서울 강남구,정규직 · 계약직
1356,TLT-TURBO KOREA,기계·기계설비,"경력 7년↑
대학교(4년)↑",서울 마포구,정규직
1357,(주)더키코,일반영업영업기획·관리·지원,"경력무관
학력무관",인천 서구,정규직
1358,(주)지켐스,일반영업기술영업,"3 ~ 10년
대학교(4년)↑",서울 노원구,정규직
1359,브릴린의원,미용·피부관리·애견의료기타직,"경력무관
학력무관",서울 강남구,정규직
1360,(주)명지피앤피,화학·에너지생산관리·품질관리 외,"신입
학력무관",경기 화성시,정규직
1361,(주)대덕시스템,웹기획·PM웹디자인 외,"경력
학력무관",부산 남구,정규직
1362,(주)리치골드에셋,일반영업금융·보험영업 외,"경력무관
대학(2,3년)↑",광주 남구,정규직
1363,동호에이치알(주),경리·출납·결산회계·재무·세무·IR 외,"경력무관
고졸↑",서울 강남구,계약직
1364,(주)맨파워그룹코리아,TM·인바운드,"경력무관
고졸↑",서울 중구,파견직
1365,맨파워코리아,물류·유통·운송구매·자재·재고 외,"경력무관
학력무관",부산 강서구,계약직 · 파견직
1366,(주)소무디자인,건축·인테리어·설계,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직 · 계약직
1367,(주)영종웨스트클라우드,호텔·카지노·콘도,"경력무관
대학(2,3년)↑",인천 중구,정규직
1368,아침맑음한의원,미용·피부관리·애견,"신입
학력무관",서울 광진구,정규직 · 계약직
1369,(주)렉소엔지니어링,기계·기계설비,"경력무관
대학(2,3년)↑",서울 강서구,정규직
1370,법무법인청신 경기분사무소,회계·재무·세무·IR세무·회계·CPA,"신입 · 경력
대학(2,3년)↑",경기 의왕시,정규직
1371,(주)덕윤,상품기획·MD마케팅·광고·분석 외,"경력 1년↑
학력무관",경기 고양시 일산동구,정규직
1372,(주)콘포테크,사무보조·문서작성,"경력무관
학력무관",경기 양주시,정규직
1373,(주)맨파워그룹코리아,작가·시나리오기자 외,"경력무관
학력무관",서울 마포구,파견직
1374,(주)피처링,웹개발,"2 ~ 15년
대학교(4년)↑",서울 금천구,정규직 · 계약직
1375,(주)바이오파머,바이오·제약·식품,"경력무관
석사↑",경북 포항시 남구,정규직
1376,복실이농산,요리·제빵사·영양사,"2 ~ 20년
학력무관",경기 고양시 덕양구,정규직 · 계약직
1377,더불어민주당대구광역시당,총무·법무·사무경리·출납·결산,"경력무관
고졸↑",대구 중구,계약직
1378,㈜이롬,바이오·제약·식품,"2 ~ 6년
석사↑",경기 의왕시,정규직
1379,(주)맨파워그룹코리아,마케팅·광고·분석웹기획·PM 외,"경력무관
학력무관",서울 강남구,계약직 · 파견직
1380,노블공인중개사사무소,부동산·개발·경매·분양,"경력무관
학력무관",서울 강남구,프리랜서
1381,(주)이닉스정호,생산·제조·포장·조립,"경력무관
고졸↑",경남 김해시,정규직 · 계약직
1382,세인글로벌,생산관리·품질관리반도체·디스플레이·LCD 외,"경력무관
학력무관",경기 파주시,정규직 · 계약직
1383,(주) 삼안에듀 장유팬그램어학원,외국어·어학원,"경력무관
대학(2,3년)↑",경남 김해시,정규직
1384,알앤디시스템,금속·금형기계·기계설비,"경력무관
학력무관",경기 화성시,정규직
1385,이엔코,기계·기계설비반도체·디스플레이·LCD,"신입 · 경력
고졸↑",경기 평택시,정규직 · 계약직
1386,에이지에스,고객센터·CS,"경력무관
학력무관",경기 하남시,정규직
1387,(주)지음지식서비스,웹개발응용프로그램개발 외,"신입
대학교(4년)↑",경기 성남시 수정구,정규직
1388,(주)서광테크,기계·기계설비전기·전자·제어 외,"경력무관
학력무관",경북 구미시,정규직
1389,주식회사 씨케이더블유 부산지사,생산·제조·포장·조립,"경력무관
학력무관",부산 강서구,정규직
1390,(주)솔텍크,하드웨어·소프트웨어,"경력무관
대학교(4년)↑",경기 성남시 중원구,정규직
1391,(주)클릭나라,컨텐츠·사이트운영웹디자인,"경력 1년↑
학력무관",서울 용산구,정규직
1392,(주)온앤오프미디어,일반영업기술영업 외,"신입
고졸↑",서울 구로구,정규직 · 계약직
1393,현대회계법인,회계·재무·세무·IR,"5 ~ 10년
대학(2,3년)↑",서울 강남구,정규직
1394,WH CREATIVE,경리·출납·결산회계·재무·세무·IR,"경력 2년↑
학력무관",서울 강남구,정규직
1395,모든테크,건축·인테리어·설계,"신입 · 경력
고졸↑",경기 김포시,정규직 · 파트
1396,(주)인재아이엔씨,웹기획·PM웹개발 외,"3 ~ 10년
대학(2,3년)↑",서울 구로구,정규직 · 계약직
1397,(주)스마트스코어,경리·출납·결산회계·재무·세무·IR,"경력 5년↑
대학교(4년)↑",서울 강남구,정규직
1398,(주)힐로바움,생산·제조·포장·조립,"경력 1년↑
학력무관",경기 김포시,정규직
1399,(주)세스코라이프케어,AS·서비스·수리일반영업 외,"경력무관
학력무관",부산 중구,위촉직 · 프리랜서
1400,(주)해리,홍보·PR·사보마케팅·광고·분석 외,"2 ~ 6년
대학교(4년)↑",서울 마포구,정규직
1401,(주)다원교육,학원관리·운영·상담,"경력무관
학력무관",서울 강남구,정규직 · 계약직
1402,아워팩(주),물류·유통·운송납품·배송·택배,"신입 · 경력
학력무관",경기 김포시,정규직
1403,(주)렉스트림,경리·출납·결산비서·안내·수행원 외,"경력무관
학력무관",서울 성동구,정규직
1404,(주)씨콜론커뮤니케이션즈,홍보·PR·사보마케팅·광고·분석,"경력무관
대학(2,3년)↑",서울 성동구,정규직
1405,릿잇타미,요리·제빵사·영양사,"경력무관
대학(2,3년)↑",서울 서초구,정규직
1406,맨파워코리아,총무·법무·사무그래픽디자인·CG 외,"신입 · 경력
대학(2,3년)↑",부산 강서구,계약직 · 파견직
1407,청춘여가연구소,기획·전략·경영문화·예술·종교 외,"경력무관
대학교(4년)↑",서울 종로구,정규직
1408,(주)오로라디자인랩,시스템개발,"신입
대학교(4년)↑",서울 금천구,계약직
1409,우리하루,그래픽디자인·CG제품·산업디자인 외,"경력 1년↑
대학(2,3년)↑",경기 안양시 동안구,정규직
1410,(주)포티투마루,서버·네트워크·보안웹기획·PM 외,"경력무관
학력무관",서울 서초구,정규직
1411,(주)서린엔지니어링,전기·소방·통신·설비,"신입 · 경력
고졸↑",경기 화성시,정규직
1412,인 수학학원,입시·보습·속셈학원,"경력무관
대학교(4년)↑",세종 세종특별자치시,정규직 · 위촉직
1413,㈜커리어텍,상품기획·MD사무보조·문서작성 외,"경력무관
학력무관",서울 중구,계약직 · 파견직
1414,㈜소포스,생산·제조·포장·조립,"경력무관
고졸↑",대구 달성군,정규직
1415,(주)도렌버그코리아,금속·금형생산·제조·포장·조립,"경력 1년↑
학력무관",경기 안산시 단원구,정규직
1416,프리미엄수학학원,입시·보습·속셈학원학원관리·운영·상담 외,"경력무관
대학(2,3년)↑",부산 사하구,정규직
1417,(주)이코스,반도체·디스플레이·LCD,"경력무관
고졸↑",경기 평택시,정규직
1418,(주)네모인사이트,IT·솔루션영업기술영업 외,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직 · 계약직
1419,(주)파인디지털,동영상·편집·코덱작가·시나리오 외,"신입 · 경력
대학교(4년)↑",경기 성남시 분당구,정규직 · 계약직
1420,(주)퍼스트인,물류·유통·운송구매·자재·재고,"경력무관
학력무관",경남 양산시,정규직
1421,(주)해온커뮤니티,홍보·PR·사보마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 영등포구,정규직
1422,(주)위솝,웹개발응용프로그램개발 외,"경력 1년↑
학력무관",서울 마포구,정규직 · 계약직
1423,(주)티앤에프글로벌,서버·네트워크·보안시스템개발 외,"5 ~ 15년
대학(2,3년)↑",서울 금천구,정규직
1424,(주)박피디와황배우,상품기획·MD공연·무대·스텝,"경력무관
대학(2,3년)↑",경기 고양시 일산동구,계약직
1425,오프더스튜디오,카메라·조명·미술광고·카피·CF 외,"경력무관
대학(2,3년)↑",서울 강남구,정규직
1426,주식회사 푸름엔지니어링,토목·조경·도시·측량환경·플랜트 외,"경력무관
고졸↑",경기 시흥시,계약직
1427,주식회사 마인드바이러스,비서·안내·수행원마케팅·광고·분석 외,"신입 · 경력
대학(2,3년)↑",서울 강남구,정규직
1428,(주)동아실업,상품기획·MD컨텐츠·사이트운영,"1 ~ 6년
대학(2,3년)↑",경기 평택시,정규직
1429,어반 스티치,마케팅·광고·분석,"신입 · 경력
대학(2,3년)↑",경기 안양시 동안구,정규직
1430,보배반점 봉담점,외식·식음료요리·제빵사·영양사,"경력무관
학력무관",경기 화성시,정규직 · 아르바이트
1431,바로(Barro),경리·출납·결산AS·서비스·수리 외,"신입 · 경력
고졸↑",전북 전주시 완산구,정규직
1432,에답티엠에스에스아(주),경리·출납·결산,"신입
고졸↑",서울 광진구,정규직
1433,투썸플레이스 강남세곡,외식·식음료요리·제빵사·영양사,"신입 · 경력
고졸↑",서울 강남구,정규직
1434,주식회사 씨케이더블유 부산지사,생산·제조·포장·조립,"경력무관
학력무관",부산 강서구,정규직
1435,광교아이티씨 통역스쿨,학습지·과외·방문입시·보습·속셈학원 외,"경력무관
대학(2,3년)↑",경기 수원시 영통구,정규직
1436,(주)린켐코리아,물류·유통·운송,"경력무관
학력무관",경기 평택시,정규직
1437,굿앤파트너스(주),물류·유통·운송구매·자재·재고 외,"경력 1년↑
고졸↑",경기 김포시,정규직
1438,프롬더네일,컨텐츠·사이트운영웹디자인 외,"경력무관
학력무관",경기 부천시,정규직
1439,단국대학교천안캠퍼스산학협력단,경영분석·컨설턴트헤드헌팅·노무·직업상담 외,"신입 · 경력
대학교(4년)↑",충남 천안시,계약직
1440,(주)잇츠마이스,그래픽디자인·CG출판·편집디자인 외,"신입 · 경력
대학(2,3년)↑",서울 동대문구,계약직
1441,(주)이에스아이,회계·재무·세무·IR증권·투자·펀드·외환,"경력 3년↑
대학교(4년)↑",서울 종로구,정규직 · 계약직
1442,인코스(주),해외영업·무역영업무역사무·수출입,"경력무관
학력무관",인천 남동구,정규직
